text,label
Oggetto: Lode per il Restauro del Duomo di Milano Gentili responsabili Il lavoro di restauro sul Duomo è stato semplicemente straordinario. Grazie per aver preservato questo simbolo iconico della nostra bella città. Cordiali saluti [Il Tuo Nome],2
Oggetto: Rifiuti Ingombranti in Via Pietro Micca Egregi Sono Laura Verdi residente in Via Pietro Micca 45. Segnalo la presenza di rifiuti ingombranti non rimossi da diversi giorni. Distinti saluti Laura Verdi Via Pietro Micca 45 Torino laura.verdi@email.com +39 011 8765432,1
Oggetto: Informazioni sulle Procedure per Ottenere il Pass ZTL Spettabili Mi chiamo Luca Verdi e vivo in Piazza Castello 10. Vorrei informazioni dettagliate sulle procedure e i documenti necessari per ottenere il pass ZTL (Zona a Traffico Limitato). Cordiali saluti Luca Verdi Piazza Castello 10 Torino luca.verdi@email.com +39 011 998877,1
Oggetto: Sollecito di Appuntamento per Sviluppo Imprenditoriale Spett.le Assessore Claudia Verdi Sono Paolo Bianchi imprenditore nel settore tecnologico. Desidererei fissare un appuntamento per discutere di incentivi e opportunità per start-up tecnologiche in città. In attesa di un Vostro riscontro invio i miei più cordiali saluti. Cordialmente Paolo Bianchi Via Mazzini 101 Torino paolobianchi@email.com +39 0123 654321,1
Oggetto: Reclamo per Accumulo di Rifiuti in Piazza Statuto Egregi Responsabili del Servizio di Raccolta Rifiuti Sono Sara Verdi residente in Piazza Statuto 15 Torino. Desidero esprimere la mia preoccupazione per l'accumulo costante di rifiuti e ingombranti in diverse zone della piazza. Tale situazione non solo è antiestetica ma costituisce anche un potenziale rischio sanitario. Spero che possiate intervenire al più presto per risolvere questa problematica. Distinti saluti Sara Verdi Piazza Statuto 15 Torino sara.verdi@email.com +39 011 7654321,0
"Oggetto: Richiesta di Incontro con l'Assessore ai Servizi Sociali Spettabile Assessore Sono Claudia Verdi direttrice del centro sociale ""La Fenice"" in Piazza Statuto 10. Desidero richiedere un appuntamento per discutere di iniziative a sostegno delle famiglie in difficoltà. Cordiali saluti Claudia Verdi Piazza Statuto 10 Torino claudia.verdi@lafenice.org +39 011 6655443",1
Oggetto: Inefficienza nella Raccolta Rifiuti in Corso Regina Margherita Egregi La situazione della raccolta rifiuti in Corso Regina Margherita è vergognosa. L'immondizia si accumula per giorni causando disagi e problemi igienici gravi. È una vergogna! Chiedo un'azione risolutiva immediata. Distinti saluti Camilla,0
Oggetto: Lode per le Iniziative Culturali All'attenzione del Comune di Milano Sono estremamente colpito dalle numerose iniziative culturali organizzate in città. Milano dimostra di essere un vero epicentro culturale! Cordialmente ,2
Oggetto: Apprezzamento per i Vostri Servizi Gentile Comune di Torino Mi chiamo Marco Verdi e volevo esprimere il mio più sincero apprezzamento per la qualità dei servizi che offrite. La Vostra efficienza e professionalità rendono la vita dei cittadini molto più facile e comoda. Continuate così siete un esempio luminoso per tutti gli altri Comuni. Cordiali saluti Marco Verdi,2
Oggetto: Rumore e Inquinamento Insopportabile in Via Nizza Egregio Comune di Torino Il livello di rumore e inquinamento in Via Nizza è diventato insopportabile. Queste condizioni di vita sono inaccettabili in una città civile. Chiedo misure immediate per migliorare la situazione. Cordiali saluti [Nome],0
Buongiorno sono utente2 volevo chiedere un appuntamento con l'assessore assessore5 se possibile per la prossima settimana grazie Antonio,1
Buongiorno sono utente10 volevo chiedere alcune informazioni relative al servizio1 e dove devo recarmi per poter sbrigare le pratiche relative grazie Antonio,1
Salve sono UTENTE volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio SERVIZIO che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti NOME,0
Salve sono utente5 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio4 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Giovanni,0
Buongiorno sono utente9 volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative grazie Matteo,1
Oggetto: Il mio apprezzamento per i servizi offerti dal Comune di Torino Gentili signore e signori del Comune di Torino Mi chiamo Marco Rossi e voglio esprimere il mio profondo apprezzamento per l'alta qualità dei servizi da voi offerti. Sono rimasto notevolmente impressionato dalla vostra efficacia efficienza e dal vostro impegno costante a migliorare la vita dei cittadini. Cordiali saluti Marco Rossi.,2
Buongiorno sono utente3 volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative grazie Matteo,1
Buongiorno sono utente6 volevo chiedere un appuntamento con l'assessore assessore2 se possibile per la prossima settimana grazie Matteo,1
Buongiorno sono utente2 volevo chiedere un appuntamento con l'assessore assessore2 se possibile per la prossima settimana grazie Matteo,1
Oggetto: Situazione Insostenibile di Parcheggi in Via Madama Cristina Spett.le Comune di Torino La situazione dei parcheggi in Via Madama Cristina è diventata insostenibile. Pochi spazi e tariffe esorbitanti. È una situazione vergognosa che richiede una soluzione immediata. Cordialmente [Nome],0
volevo reclamare: la spazzatura nella mia strada non viene raccolta grazie cordiali saluti Adriano Panatta,0
Oggetto: Richiesta di Appuntamento con l'Assessore Martina Bianchi Gentile Assessore Martina Bianchi Mi chiamo Luca Ferrero e sono un cittadino di Torino residente in Via Po 23. Scrivo per richiedere un appuntamento al fine di discutere le problematiche relative al traffico e alla mobilità sostenibile nella nostra zona. Sperando in una vostra positiva risposta porgo distinti saluti. Cordiali saluti Luca Ferrero Via Po 23 Torino lucaferrero@email.com +39 0123 456789,1
Buongiorno sono utente8 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Luigi,1
Oggetto: Complimenti per l'Eccellenza dei Vostici Servizi Gentili rappresentanti del Comune di Torino Mi chiamo Beatrice Rinaldi ed ho avuto il piacere di fruire dei vostri servizi recentemente. Mi sento in dovere di esprimere il mio sincero apprezzamento per l'elevata qualità efficienza e cordialità che mi hanno deepenedamente colpito. Cordiali saluti Beatrice Rinaldi.,2
Oggetto: Disservizi Postali in Zona San Donato All'attenzione del Comune di Torino I disservizi postali in zona San Donato sono intollerabili. Ritardi cronici e servizio scadente. Chiedo che il Comune intervenga per risolvere questa situazione inaccettabile. Saluti Virginia,0
Buongiorno sono utente9 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Giovanni,1
Buongiorno sono utente6 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Giovanni,1
Oggetto: Informazioni su Orari e Prenotazioni dei Servizi Bibliotecari Egregi Responsabili Mi chiamo Andrea Galli e abito in Via Nizza 76. Sono interessato a sapere gli orari di apertura delle biblioteche comunali e le modalità di prenotazione dei libri online. Cordiali saluti Andrea Galli Via Nizza 76 Torino andrea.galli@email.com +39 011 334455,1
Oggetto: Intervento Richiesto per Pulizia Stradale in Piazza San Carlo Egregi Responsabili Sono un residente di Piazza San Carlo 22 e scrivo per esprimere la mia preoccupazione per l'attuale stato di degrado della nostra strada. La mancanza di pulizia sta causando seri problemi e chiediamo un'azione immediata. Grazie per la vostra attenzione. Saluti Giuseppe Verdi Piazza San Carlo 22 Torino giuseppeverdi@email.com,0
Salve sono utente5 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio2 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Luigi,0
Salve sono utente3 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio3 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Matteo,0
Buongiorno sono utente5 volevo chiedere un appuntamento con l'assessore assessore33 se possibile per la prossima settimana grazie Giovanni,1
Buongiorno sono utente2 volevo chiedere alcune informazioni relative al servizio3 e dove devo recarmi per poter sbrigare le pratiche relative grazie Luigi,1
Oggetto: Guasto Illuminazione in Corso Regina Margherita Gentili Responsabili Mi chiamo Giuseppe Andrea e abito in Corso Regina Margherita 123. Vorrei segnalare un guasto all'illuminazione pubblica che sta causando buio totale nella zona. Cordiali saluti Giuseppe Andrea Corso Regina Margherita 123 Torino giuseppe.andrea@email.com +39 011 2345678,1
Oggetto: Complimenti per le Iniziative Ecologiche Egregio Comune di Milano Le iniziative ecologiche intraprese recentemente sono lodevoli e mostrano un vero impegno per un futuro sostenibile. Complimenti per questa visione lungimirante. Saluti [Il Tuo Nome],2
Salve sono utente5 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio4 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Antonio,0
Salve sono utente3 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio4 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Antonio,0
Salve sono utente5 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio3 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Antonio,0
Buongiorno sono utente10 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Matteo,1
Oggetto: Richiesta Informazioni sulle Politiche di Riciclaggio del Comune Gentili Responsabili Sono Sara Ferrari residente in Via Po 50. Desidererei ricevere informazioni sulle politiche di riciclaggio e gestione dei rifiuti adottate dal Comune comprese le indicazioni per la differenziazione dei rifiuti domestici. Ringrazio per l'attenzione. Sara Ferrari Via Po 50 Torino sara.ferrari@email.com +39 011 112233,1
Buongiorno sono utente9 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Antonio,1
Buongiorno sono utente4 ed abito in via XXXX volevo segnalare che il semaforo all'angolo della via non è più funzionante cordiali saluti Antonio,1
Oggetto: Apprezzamento per la Gestione dell'Emergenza Sanitaria All'attenzione del Sindaco Volevo esprimere il mio più profondo apprezzamento per come è stata gestita l'emergenza sanitaria in città. La vostra leadership e organizzazione sono state esemplari. Con stima [Il Tuo Nome],2
Oggetto: Richiesta Informazioni su Orari e Servizi delle Biblioteche Comunali Gentili Responsabili delle Biblioteche Comunali Mi chiamo Marco Gentile e risiedo in Via Po 23 Torino Scrivo per richiedere informazioni dettagliate sugli orari di apertura e i servizi offerti dalle biblioteche comunali in particolare per quanto riguarda l'accesso alle risorse digitali e gli spazi studio Ringrazio anticipatamente per la vostra disponibilità e attendo un vostro cortese riscontro. Distinti saluti Marco Gentile Via Po 23 Torino marco.gentile@email.com +39 011 2345678,1
Buongiorno sono Utente1 volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative grazie Giovanni,1
Oggetto: Richiesta Informazioni su Servizi Bibliotecari Comunali Gentilissimo Personale della Biblioteca Civica Sono Marco Verdi residente in Piazza Statuto 10 Torino. Desidererei avere informazioni sui servizi offerti dalla biblioteca in particolare sull'accesso alle risorse digitali e agli eventi culturali. Cordiali saluti Marco Verdi Piazza Statuto 10 Torino marcoverdi@email.com +39 0123 654321,1
Oggetto: Urgente: Strade Deteriorate in Zona Vanchiglia Gentili responsabili del Comune di Torino Mi vedo costretto a scrivervi per esprimere il mio profondo disagio riguardo le condizioni disastrose delle strade in zona Vanchiglia. È inaccettabile che in una città come Torino si debba assistere a tale degrado. Chiedo un intervento immediato. Cordiali saluti Aòberto Lupo,0
"Oggetto: Richiesta Incontro per Discussione Progetti Ambientali Egregio Assessore all'Ambiente Sono Claudia Rossi presidente dell'associazione ""Verde Torino"" con sede in Corso Francia 55 Torino. Desidererei fissare un appuntamento per presentare alcuni progetti ambientali che la nostra associazione vorrebbe proporre e sviluppare in collaborazione con il Comune. Confido in una Vostra disponibilità e attendo un Vostro riscontro per concordare una data per l'incontro. Distinti saluti Claudia Rossi Corso Francia 55 Torino claudia.rossi@verdetorino.org +39 011 9876543",1
Buongiorno sono utente3 volevo chiedere alcune informazioni relative al servizio3 e dove devo recarmi per poter sbrigare le pratiche relative grazie Giovanni,1
Oggetto: Cattiva Gestione dei Servizi Sociali in Zona Barriera di Milano Gentili responsabili La cattiva gestione dei servizi sociali in Zona Barriera di Milano sta causando gravi problemi alla comunità. È una situazione scandalosa che richiede un intervento urgente. Distinti saluti [Nome],0
"Oggetto: Richiesta Incontro per Progetto ""Verde Urbano"" Gentilissima Assessore Alessandra Neri Mi chiamo Sara Moretti e sono la coordinatrice del progetto ""Verde Urbano"". Vorrei proporre un incontro per discutere del nostro progetto volto a incrementare le aree verdi in città e di come possa allinearsi con le iniziative del Comune. La ringrazio per l'attenzione e attendo un Suo cortese riscontro. Distinti saluti Sara Moretti Piazza Castello 7 Torino saramoretti@email.com +39 0123 112233",1
Oggetto: Richiesta Informazioni su Orari e Luoghi di Raccolta Rifiuti Gentili Responsabili del Servizio di Igiene Urbana Mi chiamo Giorgio Bianchi e abito in Via Lagrange 15 Torino. Desidero avere informazioni dettagliate sugli orari e i punti di raccolta dei rifiuti nella mia area. Inoltre vorrei sapere se ci sono particolari disposizioni per il riciclaggio. Ringrazio per l'attenzione e attendo un cortese riscontro. Cordiali saluti Giorgio Bianchi Via Lagrange 15 Torino giorgiobianchi@email.com +39 0123 456789,1
Buongiorno sono UTENTE volevo chiedere alcune informazioni relative al SERVIZIO e dove devo recarmi per poter sbrigare le pratiche relative grazie NOME,1
Oggetto: Reclamo per Mancanza di Illuminazione Pubblica in Via Po Egregi Sono Paolo Neri abitante di Via Po 56. Vorrei esprimere il mio reclamo per la mancanza di adeguata illuminazione pubblica lungo la strada che crea situazioni di pericolo durante la notte. Cordiali saluti Paolo Neri Via Po 56 Torino paolo.neri@email.com +39 011 1122334,0
Oggetto: Complimenti per il Rinnovo del Parco Sempione Gentili responsabili del Comune di Milano Desidero esprimere i miei più sinceri complimenti per il meraviglioso lavoro svolto nel rinnovare il Parco Sempione. È un vero gioiello verde nel cuore della città! Cordiali saluti [Il Tuo Nome],2
Oggetto: Orari e Servizi delle Biblioteche Comunali Gentili Responsabili delle Biblioteche Comunali Mi chiamo Marco Gentile e risiedo in Via Po 23 Torino. Scrivo per richiedere informazioni dettagliate sugli orari di apertura e i servizi offerti dalle biblioteche comunali in particolare per quanto riguarda l'accesso alle risorse digitali e gli spazi studio. Ringrazio anticipatamente per la vostra disponibilità e attendo un vostro cortese riscontro. Distinti saluti Marco Gentile Via Po 23 Torino marco.gentile@email.com +39 011 2345678,1
Buongiorno sono utente5 volevo chiedere un appuntamento con l'assessore assessore2 se possibile per la prossima settimana grazie Luigi,1
Salve sono utente4 volevo scrivervi per reclamare relativamente allo scarso funzionamento del servizio servizio2 che a mio avviso non soddisfa le esigenze di noi cittadini. Spero che la mia mail riceva adeguata attenzione cordiali saluti Luigi,0
Oggetto: Ringraziamento per la Qualità dei Servizi Cari Signori del Comune di Torino Mi chiamo Stefano Rossi un cittadino soddisfatto e attraverso questa mail desidero esprimere la mia profonda gratitudine per l'alta qualità dei servizi che avete offerto. La vostra operosa attenzione al benessere dei cittadini e l'efficienza dimostrata nelle diverse aree di servizio sono notevolmente apprezzate. Vi auguro buon lavoro e spero che continuerete su questa strada di eccellenza e del servizio alla comunità. Cordiali saluti Stefano Rossi.,2
Oggetto: Informazioni su Modalità di Iscrizione ai Corsi di Formazione Professionale Egregio Ufficio Formazione Professionale Mi chiamo Laura Rossi e vivo in Corso Vittorio Emanuele II 45 Torino. Sono interessata ai corsi di formazione professionale offerti dal Comune e desidererei ricevere informazioni relative alle modalità di iscrizione ai requisiti richiesti e alle date di inizio dei prossimi corsi. La ringrazio per l'attenzione e resto in attesa di una vostra risposta. Cordiali saluti Laura Rossi Corso Vittorio Emanuele II 45 Torino laura.rossi@email.com +39 011 9876543,1
Oggetto: Rifiuti Ingombranti in Via Pietro Micca Egregi Sono Laura Verdi residente in Via Pietro Micca 45. Voglio far presente la presenza di rifiuti ingombranti non rimossi da diversi giorni. Distinti saluti Laura Verdi Via Pietro Micca 45 Torino laura.verdi@email.com +39 011 8765432,1
Oggetto: Reclamo per Cattiva Manutenzione Stradale in Corso Francia Gentili Responsabili Sono Anna Conti residente in Corso Francia 67. Esprimo il mio disappunto per la cattiva manutenzione delle strade nella mia zona che causa disagi quotidiani e pericolo per pedoni e automobilisti. Distinti saluti Anna Conti Corso Francia 67 Torino anna.conti@email.com +39 011 6655443,0
Buongiorno sono Luigi Saetta vorrei portare un reclamo: nella mia strada la spazzatura non viene raccolta grazie,0
Oggetto: Apprezzamento per l'Eccellenza dei Servizi Pubblici Egregi Volevo prendere un momento per lodare l'efficienza e la qualità dei servizi pubblici offerti a Milano. Continuate così! Distinti saluti [Il Tuo Nome],2
Buongiorno sono utente4 volevo chiedere un appuntamento con l'assessore assessore2 se possibile per la prossima settimana grazie Antonio,1
Oggetto: Complimenti per l'Efficienza del Trasporto Pubblico Egregio Comune di Milano Il servizio di trasporto pubblico è notevolmente migliorato ed è ora un esempio di efficienza e comodità. Complimenti a tutti coloro che hanno contribuito a questo risultato. Cordiali saluti [Il Tuo Nome],2
Buongiorno sono utente7 volevo chiedere alcune informazioni relative al servizio5 e dove devo recarmi per poter sbrigare le pratiche relative grazie Matteo,1
Oggetto: Informazioni su Iscrizione Asili Nido Comunali Spett.le Ufficio Istruzione Sono Laura Rossi residente in Corso Francia 88 Torino. Vorrei ricevere informazioni riguardanti l'iscrizione agli asili nido comunali i criteri di ammissione e le tariffe applicate. Grazie per la disponibilità. Distinti saluti Laura Rossi Corso Francia 88 Torino laurarossi@email.com +39 0123 987654,1
Buongiorno sono Giovanni Antonio e vorrei fare un reclamo relativo a xyz. Io credo che la vostra cartella esattoriale sia stata inviata a me erroneamente. Potete dirmi quale numero di telefono posso chiamare per chiarimenti? Cordiali saluti Giovanni Antonio,0
