text,label
Buongiorno sono utente9  volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative  grazie  Matteo,1
Buongiorno sono utente7  volevo chiedere alcune informazioni relative al servizio5 e dove devo recarmi per poter sbrigare le pratiche relative  grazie  Matteo,1
Buongiorno  sono utente6 ed abito in via XXXX  volevo segnalare che il semaforo all'angolo della via non è più funzionante  cordiali saluti  Giovanni,1
Oggetto: Intervento Richiesto per Pulizia Stradale in Piazza San Carlo  Egregi Responsabili   Sono un residente di Piazza San Carlo  22  e scrivo per esprimere la mia preoccupazione per l'attuale  stato di degrado della nostra strada. La mancanza di pulizia sta causando seri problemi e chiediamo  un'azione immediata.  Grazie per la vostra attenzione.  Saluti   Giuseppe Verdi Piazza San Carlo  22 Torino giuseppeverdi@email.com,0
Buongiorno sono utente3  volevo chiedere alcune informazioni relative al servizio3 e dove devo recarmi per poter sbrigare le pratiche relative  grazie  Giovanni,1
Buongiorno sono utente3  volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative  grazie  Matteo,1
Buongiorno  sono utente10 ed abito in via XXXX  volevo segnalare che il semaforo all'angolo della via non è più funzionante  cordiali saluti  Matteo,1
Oggetto: Reclamo per Mancata Pulizia Stradale in Via Garibaldi  Gentili Responsabili del Servizio di Pulizia del Comune di Torino   Mi rivolgo a voi in qualità di residente in Via Garibaldi  45  per esprimere il mio disappunto e  preoccupazione riguardo la mancata pulizia della nostra strada che sta creando disagi significativi a me  e agli altri residenti.  Da diverse settimane  abbiamo notato un evidente deterioramento delle condizioni igienico-sanitarie della  strada dovuto all'assenza di interventi di pulizia. Tale situazione ha portato all'accumulo di rifiuti   fogliame e detriti vari  che oltre a essere un brutto colpo per l'estetica del quartiere  rappresenta un  potenziale rischio per la salute pubblica.  Chiedo gentilmente che vengano prese immediate misure per risolvere questa situazione.  Cordiali saluti   Marco Rossi Via Garibaldi  45 Torino marcorossi@email.com,0
Salve   sono utente3  volevo scrivervi per reclamare relativamente allo scarso funzionamento  del servizio servizio4  che a mio avviso non soddisfa le esigenze di noi cittadini.  Spero che la mia mail riceva adeguata attenzione  cordiali saluti  Antonio,0
Salve   sono utente5  volevo scrivervi per reclamare relativamente allo scarso funzionamento  del servizio servizio4  che a mio avviso non soddisfa le esigenze di noi cittadini.  Spero che la mia mail riceva adeguata attenzione  cordiali saluti  Antonio,0
Salve   sono utente5  volevo scrivervi per reclamare relativamente allo scarso funzionamento  del servizio servizio3  che a mio avviso non soddisfa le esigenze di noi cittadini.  Spero che la mia mail riceva adeguata attenzione  cordiali saluti  Antonio,0
Oggetto: Richiesta Informazioni su Servizi di Assistenza agli Anziani  Gentili Responsabili del Servizio Sociale   Sono Paolo Conti  abitante in Via Madama Cristina  22  Torino. Desidero ottenere informazioni sui servizi  comunali disponibili per l'assistenza e il supporto agli anziani  in particolare per quanto riguarda  l'assistenza domiciliare e le attività ricreative.  Ringraziando per la disponibilità  resto in attesa di una vostra risposta.  Cordialmente   Paolo Conti Via Madama Cristina  22 Torino paoloconti@email.com +39 0123 332211,1
Buongiorno sono Utente1  volevo chiedere alcune informazioni relative al servizio4 e dove devo recarmi per poter sbrigare le pratiche relative  grazie  Giovanni,1
Buongiorno   sono Giovanni Antonio e vorrei fare un reclamo relativo a xyz.  Io credo che la vostra cartella esattoriale sia stata inviata a me erroneamente. Potete dirmi quale  numero di telefono posso chiamare per chiarimenti?  Cordiali saluti  Giovanni Antonio,0
